Diarienummer,Anordnare namn,Utbildningsnamn,Utbildningsområde,Belsut år 2020 april antal beviljade platser 2020,Beslut år 2020 april antal beviljade platser 2021,Beslut år 2020 Juli antal beviljade platser 2020,Beslut år 2021 antal beviljade platser 2021,Beslut år 2021 antal beviljade  platser 2022,Beslut år 2022 antal beviljade platser 2022,Beslut år 2022 antal beviljade platser 2023,Beslut år 2023 antal beviljade platser utökad-anslag 2023,Beslut år 2023 antal beviljade platser utökad-anslag 2024,Beslut år 2023 antal beviljade platser 2023,Beslut år 2023 antal beviljade platser 2024,Beslut år 2024 antal beviljade platser start 2024,Beslut år 2024 antal beviljade start och avslut 2024,Beslut år 2024 antal beviljade start 2025,YH-poäng,Kommun,Län,FA-region,Antal kommuner,Antal län,Antal FA-regioner
MYH 2023/1297,Köpings kommun,Äldrepsykiatri,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,30,0,0,0,0,0,0,25,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,1,1
MYH 2023/1301,Köpings kommun,"Digitalisering, Smartin Industri och Industri 4.0",Teknik och tillverkning,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,1,1
MYH 2023/1302,Köpings kommun,Industriell ekonomi,Teknik och tillverkning,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,1,1
MYH 2023/1303,Köpings kommun,Kvalitetsteknik,Teknik och tillverkning,0,0,0,0,0,0,0,30,0,0,0,0,0,0,15,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,1,1
MYH 2023/1304,Köpings kommun,Produktionsprocesser och beredning ,Teknik och tillverkning,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,1,1
MYH 2023/1311,Blue Peak AB,Lön & HR,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,40,0,0,0,0,0,0,20,Örebro,Örebro,Örebro,1,1,1
MYH 2023/1313,Blue Peak AB,"Bokslut, Deklarationer och Koncernredovisning","Ekonomi, administration och försäljning",0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,Örebro,Örebro,Örebro,1,1,1
MYH 2023/1314,"Enköpings kommun, Yrkeshögskolan i Enköping",Ekosystemtjänster - grönblå utemiljöer,"Lantbruk, djurvård, trädgård, skog och fiske",0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,1,1
MYH 2023/1316,Plushögskolan AB - Vårdyrkeshögskolan,Funktionsnedsättningar och samsjuklighet,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,70,0,0,0,0,0,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,5,5
MYH 2023/1326,"Kunskapsförbundet Väst, Vuxenutbildningen",Främjande av psykisk hälsa hos äldre,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,Vänersborg,Västra Götaland,Trollhättan-Vänersborg,1,1,1
MYH 2023/1332,YrkesAkademin YH AB,Sustainability Management in Tourism,"Hotell, restaurang och turism",0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,5,5
MYH 2023/1333,Nercia Utbildning,Rehabilitering och kvalitetssäkring av betongkonstruktioner ,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,25,0,0,0,0,0,0,70,Västerås,Västmanland,Västerås,1,1,1
MYH 2023/1335,YrkesAkademin YH AB,Nordic and international  MICE production,"Hotell, restaurang och turism",0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1336,JAG Utbildning AB,Arbetsledning inom personlig assistans,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,30,0,0,0,0,0,0,60,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1337,JAG Utbildning AB,Förebyggande stöd inom personlig assistans,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,60,0,0,0,0,0,0,20,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1338,JAG Utbildning AB,Kvalificerad omvårdnad inom personlig assistans,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,60,0,0,0,0,0,0,20,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1339,JAG Utbildning AB,Personlig assistans till personer med nedsatt autonomi,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,60,0,0,0,0,0,0,20,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1343,"Kunskapsförbundet Väst, Vuxenutbildningen",Livskvalitet för personer med demens,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,Vänersborg,Västra Götaland,Trollhättan-Vänersborg,1,1,1
MYH 2023/1344,Iterum Education AB,Pensioner och försäkringar på svensk arbetsmarknad,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,35,0,0,0,0,0,0,25,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1346,EdUP Group AB,Hållbar utveckling av kommunens företagsklimat ,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,35,0,0,0,0,0,0,60,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1350,"Göteborgs Stad, Yrgo",Informationssäkerhetskultur,Säkerhetstjänster,0,0,0,0,0,0,0,30,0,0,0,0,0,0,65,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2023/1351,"Göteborgs Stad, Yrgo",Teamleader produktionsstyrning,Teknik och tillverkning,0,0,0,0,0,0,0,30,0,0,0,0,0,0,60,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1352,One Academy AB,"Anbudsutvärdering i offentlig upphandling (LOU och LUF) – modeller, möjligheter och utmaningar ","Ekonomi, administration och försäljning",0,0,0,0,0,0,0,30,0,0,0,0,0,0,15,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1355,Hantverksakademin i Sverige AB,Marknadsföring för småföretagare,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1360,Nackademin AB,Cloud Fundamentals,Data/IT,0,0,0,0,0,0,0,40,0,0,0,0,0,0,20,Solna,Stockholm,Stockholm,1,1,1
MYH 2023/1361,Båstad kommun Akademi Båstad,Rehabiliteringskurs för undersköterskor,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,Båstad,Skåne,Malmö-Lund,1,1,1
MYH 2023/1370,Nackademin AB,Cyber Security,Data/IT,0,0,0,0,0,0,0,35,0,0,0,0,0,0,30,Solna,Stockholm,Stockholm,1,1,1
MYH 2023/1375,Högskolan Kristianstad Uppdrag AB,Akut omhändertagande av patienter med andnings- och cirkulationsproblem,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,40,0,0,0,0,0,0,50,Kristianstad,Skåne,Kristianstad-Hässleholm,1,1,1
MYH 2023/1379,Stockholms Stadsmission,Våld i nära relationer,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,30,0,0,0,0,0,0,25,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1380,Nackademin AB,Energioptimering med förnybara källor för fastigheter och infrastruktur ,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,Solna,Stockholm,Stockholm,1,1,1
MYH 2023/1384,Lernia Utbildning AB,Metodförbättringar i tillverkningsindustrin,Teknik och tillverkning,0,0,0,0,0,0,0,18,0,0,0,0,0,0,40,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2023/1385,Lernia Utbildning AB,"CNC-teknik: Ritteknik, Mätteknik och Toleranser",Teknik och tillverkning,0,0,0,0,0,0,0,18,0,0,0,0,0,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2023/1386,Lernia Utbildning AB,LEAN för industriell tillverkning,Teknik och tillverkning,0,0,0,0,0,0,0,18,0,0,0,0,0,0,50,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2023/1389,KYH AB Stockholm,Marketing Automation,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1393,"Skövde kommun, Skövde Yrkeshögskola",Funktionsnedsättningar,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,15,0,0,0,0,0,0,25,Skövde,Västra Götaland,Skövde-Skara,1,1,1
MYH 2023/1401,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,"Kompetensutveckling av GIS, Steg 3 - Fokus på krisberedskap",Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,Gävle,Gävleborg,Gävle,1,1,1
MYH 2023/1402,Movant AB,El- och hybridfordonsteknik - Lund/Malmö,Teknik och tillverkning,0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,1,1
MYH 2023/1403,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Hållbar verksamhetsstyrning i praktiken - en upskill inför nya standarder i EUs gröna giv,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,25,0,0,0,0,0,0,40,Uppsala,Uppsala,Stockholm,1,1,1
MYH 2023/1407,YrkesAkademin YH AB,C++ för utvecklare,Data/IT,0,0,0,0,0,0,0,30,0,0,0,0,0,0,40,Trollhättan,Västra Götaland,Trollhättan-Vänersborg,1,1,1
MYH 2023/1408,Montico Kompetensutveckling AB,Engelska för lönekonsulter,Pedagogik och undervisning,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,Växjö,Kronoberg,Växjö,1,1,1
MYH 2023/1409,Montico Kompetensutveckling AB,Lönehantering för redovisningskonsulter,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,30,0,0,0,0,0,0,25,Växjö,Kronoberg,Växjö,1,1,1
MYH 2023/1410,Montico Kompetensutveckling AB,Pensioner och försäkringar för lönekonsulter,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,Växjö,Kronoberg,Växjö,1,1,1
MYH 2023/1413,"Skövde kommun, Skövde Yrkeshögskola",Kvalitetsutveckling,Teknik och tillverkning,0,0,0,0,0,0,0,25,0,0,0,0,0,0,10,Skövde,Västra Götaland,Skövde-Skara,1,1,1
MYH 2023/1419,TUC Sweden AB - Yrkeshögskola,Data Governance,Data/IT,0,0,0,0,0,0,0,35,0,0,0,0,0,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1420,Movant AB,Drönarpilot - Geodesi,Transporttjänster,0,0,0,0,0,0,0,25,0,0,0,0,0,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1421,Movant AB,Ventilation Mätning/Injustering,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,75,0,0,0,0,0,0,50,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,5,5
MYH 2023/1426,Stockholms Internationella Handelsskola AB,Content marketing,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,30,0,0,0,0,0,0,75,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1427,Stockholms Internationella Handelsskola AB,Growth marketing,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,35,0,0,0,0,0,0,70,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1429,TUC Sweden AB - Yrkeshögskola,Funktionsnedsättningar,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1430,Företagsekonomiska Institutet 1888 AB,Strategier för Supply Chain och inköp,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,40,0,0,0,0,0,0,25,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1432,Medieinstitutet i Sverige AB,Sökmarknadsföring - nya förutsättningar för marknadsförare,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,80,0,0,0,0,0,0,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1433,Nackademin AB,Hälso- och Välfärdsteknik framtidens vård och omsorg ,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,40,0,0,0,0,0,0,50,Solna,Stockholm,Stockholm,1,1,1
MYH 2023/1434,Företagsekonomiska Institutet 1888 AB,"Hållbarhet, miljö och samhällsansvar i inköpsprocessen","Ekonomi, administration och försäljning",0,0,0,0,0,0,0,40,0,0,0,0,0,0,25,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1437,"Göteborgs Stad, Yrgo","Läroplan, styrdokument och den anpassad skolans uppdrag",Pedagogik och undervisning,0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1439,Företagsekonomiska Institutet 1888 AB,Revenue Management för Restaurang - lär dig att öka en verksamhets lönsamhet genom intäktsoptimering,"Hotell, restaurang och turism",0,0,0,0,0,0,0,40,0,0,0,0,0,0,35,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1444,Företagsekonomiska Institutet 1888 AB,Hållbar Restaurangverksamhet,"Hotell, restaurang och turism",0,0,0,0,0,0,0,40,0,0,0,0,0,0,35,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1450,Båstad kommun Akademi Båstad,Avancerad hemsjukvård för undersköterskor,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,Båstad,Skåne,Malmö-Lund,1,1,1
MYH 2023/1451,YA Yrkeshögskola AB - Dinnovate,Annonsering i sociala medier,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,40,0,0,0,0,0,0,25,Helsingborg,Skåne,Malmö-Lund,1,1,1
MYH 2023/1452,Medieinstitutet i Sverige AB,Digital analys - lär dig verktygen,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,80,0,0,0,0,0,0,60,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1454,YA Yrkeshögskola AB - Dinnovate,Sökmotorannonsering,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,40,0,0,0,0,0,0,25,Helsingborg,Skåne,Malmö-Lund,1,1,1
MYH 2023/1459,Göteborgs Tekniska College AB,Introduktion El- och hybridfordon,Teknik och tillverkning,0,0,0,0,0,0,0,20,0,0,0,0,0,0,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1460,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,IT-säkerhet hybrida tjänster,Data/IT,0,0,0,0,0,0,0,22,0,0,0,0,0,0,40,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2023/1461,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,IT-Säkerhet Microsoft Azure,Data/IT,0,0,0,0,0,0,0,22,0,0,0,0,0,0,40,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2023/1463,Medieinstitutet i Sverige AB,Digital Events / Livestreaming,"Kultur, media och design",0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1464,Nätverkstan Kultur AB,Samverkan i socialt hållbar kultur- och samhällsutveckling ,"Kultur, media och design",0,0,0,0,0,0,0,35,0,0,0,0,0,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1465,TEC Travel Education Centre AB,Produktutveckling Naturturism,"Hotell, restaurang och turism",0,0,0,0,0,0,0,30,0,0,0,0,0,0,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1470,Företagsuniversitetet AB,Budgetering och riskhantering för IT-projekt,Data/IT,0,0,0,0,0,0,0,35,0,0,0,0,0,0,20,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1471,TEC Travel Education Centre AB,GDS och andra bokningssystem,"Hotell, restaurang och turism",0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1473,Medieinstitutet i Sverige AB,IoT och digital tvilling - förändrade krav och möjligheter i offentlig verksamhet,Data/IT,0,0,0,0,0,0,0,35,0,0,0,0,0,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1475,"Göteborgs Stad, Yrgo",Transporträtt och digitala dokument för speditörer och logistiker,Transporttjänster,0,0,0,0,0,0,0,25,0,0,0,0,0,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1479,"Göteborgs Stad, Yrgo","Hållbart samhälle, utevistelse och natur som lärmiljö",Pedagogik och undervisning,0,0,0,0,0,0,0,25,0,0,0,0,0,0,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1483,TUC Sweden AB - Yrkeshögskola,Solenergi och batterilagring,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,30,0,0,0,0,0,0,60,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2023/1487,IT-Högskolan Sverige AB,Molnutveckling med Azure,Data/IT,0,0,0,0,0,0,0,25,0,0,0,0,0,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1490,John Ericsson Institutet,Hållbar utveckling inom fastighetsbranschen,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2023/1491,IT-Högskolan Sverige AB,IT-säkerhet,Data/IT,0,0,0,0,0,0,0,30,0,0,0,0,0,0,40,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1493,IT-Högskolan Stockholm AB,E-handelsutvecklare,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1496,IT-Högskolan Stockholm AB,Digital marknadsförare,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1497,Medieinstitutet i Sverige AB,Postproduktion för yrkesverksamma inom content,"Kultur, media och design",0,0,0,0,0,0,0,30,0,0,0,0,0,0,40,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1502,Stiftelsen Stockholms Tekniska Institut,Hybridutveckling med Flutter,Data/IT,0,0,0,0,0,0,0,25,0,0,0,0,0,0,35,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1506,Trelleborgs kommun,Cirkulär ekonomi och industriell symbios ,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,25,0,0,0,0,0,0,50,Trelleborg,Skåne,Malmö-Lund,1,1,1
MYH 2023/1510,Sunne kommun/Brobygrafiska,UX/UI-Design och tillgänglighet,Data/IT,0,0,0,0,0,0,0,25,0,0,0,0,0,0,50,Sunne,Värmland,Karlstad,1,1,1
MYH 2023/1513,Sunne kommun/Brobygrafiska,Hållbar varumärkesstrategi,Journalistik och information,0,0,0,0,0,0,0,25,0,0,0,0,0,0,50,Sunne,Värmland,Karlstad,1,1,1
MYH 2023/1517,Iterum Education AB,"Lön -  Automation, analys och digitala verktyg","Ekonomi, administration och försäljning",0,0,0,0,0,0,0,35,0,0,0,0,0,0,55,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1521,Medieinstitutet i Sverige AB,Videoproduktion för yrkesverksamma inom content,"Kultur, media och design",0,0,0,0,0,0,0,30,0,0,0,0,0,0,50,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1523,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Kreativ Spets: AI-driven innehållsproduktion,Data/IT,0,0,0,0,0,0,0,35,0,0,0,0,0,0,60,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1532,Campus Nynäshamn,Arbetsledare för solcellmontörer,Teknik och tillverkning,0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,Nynäshamn,Stockholm,Stockholm,1,1,1
MYH 2023/1535,Medieinstitutet i Sverige AB,Förändrade krav på digitalt lärande - för dig som jobbar med kompetensutveckling,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,35,0,0,0,0,0,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1536,"Enköpings kommun, Yrkeshögskolan i Enköping",Hydroponisk odling,"Lantbruk, djurvård, trädgård, skog och fiske",0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1540,Stockholm School of Business,Digital transformation för redovisningskonsulter,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,30,0,0,0,0,0,0,40,Malmö,Skåne,Malmö-Lund,1,1,1
MYH 2023/1543,Tibro Hantverksakademi,Hållbar utveckling inom möbel- och inredningsbranschen,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,20,0,0,0,0,0,0,45,Tibro,Västra Götaland,Skövde-Skara,1,1,1
MYH 2023/1545,YrkesAkademin YH AB,Förebyggande arbete mot organiserad brottslighet,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,40,0,0,0,0,0,0,45,Uppsala,Uppsala,Stockholm,1,1,1
MYH 2023/1546,Stockholm School of Business,Digital Marketing,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,60,0,0,0,0,0,0,30,Stockholm,Stockholm,Stockholm,1,1,1
MYH 2023/1547,YrkesAkademin YH AB,Självskadeprevention,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,Västerås,Västmanland,Västerås,1,1,1
MYH 2023/1552,Vetlanda kommun Vetlanda Lärcentrum,Installationsteknik trähus,Samhällsbyggnad och byggteknik,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,Vetlanda,Jönköping,Jönköping,1,1,1
MYH 2023/1557,Changemaker Educations AB,Matsvinn,"Hotell, restaurang och turism",0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,Boden,Norrbotten,Luleå,1,1,1
MYH 2023/1559,TUC Sweden AB - Yrkeshögskola,Socialrätt och dokumentation ,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,50,0,0,0,0,0,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2023/1563,YrkesAkademin YH AB,Automation och digitala verktyg i hållbar produktion,Teknik och tillverkning,0,0,0,0,0,0,0,40,0,0,0,0,0,0,50,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,3
MYH 2023/1565,Arena Utbildning,Digitala registreringar och bettfysiologi,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,Solna,Stockholm,Stockholm,1,1,1
MYH 2023/1572,Gislaveds Kommun Vuxenutbildningen /Hph,Automation för industri- och underhållspersonal,Teknik och tillverkning,0,0,0,0,0,0,0,25,0,0,0,0,0,0,60,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,1,2
MYH 2023/1573,Gislaveds Kommun Vuxenutbildningen /Hph,"E-hälsa, digitalisering och välfärdsteknik inom vård- och omsorg",Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,25,0,0,0,0,0,0,40,Gislaved,Jönköping,Värnamo,1,1,1
MYH 2023/1574,Gislaveds Kommun Vuxenutbildningen /Hph,Omvårdnad vid psykisk ohälsa hos äldre,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,25,0,0,0,0,0,0,50,Gislaved,Jönköping,Värnamo,1,1,1
MYH 2023/1575,Gislaveds Kommun Vuxenutbildningen /Hph,Omvårdnad vid kognitiv sjukdom,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,25,0,0,0,0,0,0,50,Gislaved,Jönköping,Värnamo,1,1,1
MYH 2023/1577,Folkuniversitetet - Kursverksamheten vid Lunds Universitet,Funktionsnedsättningar och hälsa,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,Simrishamn,Skåne,Malmö-Lund,1,1,1
MYH 2023/1579,Campus Nynäshamn,"Psykisk hälsa och suicidprevention för barn, unga och vuxna (även äldre) ",Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,Nynäshamn,Stockholm,Stockholm,1,1,1
MYH 2023/1580,TUC Sweden AB - Yrkeshögskola,IT-säkerhet och systemförvaltning för ekonomer,Säkerhetstjänster,0,0,0,0,0,0,0,25,0,0,0,0,0,0,30,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,2,2
MYH 2023/1581,Technigo AB,Digital marknadsföring för tillväxt,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,60,0,0,0,0,0,0,25,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,4,4
MYH 2023/1582,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Existentiell hälsa i palliativ vård,Hälso- och sjukvård samt socialt arbete,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,Uppsala,Uppsala,Stockholm,1,1,1
MYH 2023/1583,Technigo AB,Digitalisering och innovation,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,60,0,0,0,0,0,0,25,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,3,3
MYH 2023/1585,Technigo AB,UX Design for Impact,Data/IT,0,0,0,0,0,0,0,60,0,0,0,0,0,0,55,"Se ""Lista flera kommuner""","Se ""Lista flera kommuner""","Se ""Lista flera kommuner""",1,4,4
MYH 2023/1586,Newton Kompetensutveckling AB,Cirkulär ekonomi inom samhällsbyggnad,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,25,0,0,0,0,0,0,30,Göteborg,Västra Götaland,Göteborg,1,1,1
MYH 2023/1587,Newton Kompetensutveckling AB,Cirkulär ekonomi inom samhällsbyggnad,"Ekonomi, administration och försäljning",0,0,0,0,0,0,0,25,0,0,0,0,0,0,30,Stockholm,Stockholm,Stockholm,1,1,1
