Diarienummer,Anordnare namn,Utbildningsnamn,Utbildningsområde,Belsut år 2020 april antal beviljade platser 2020,Beslut år 2020 april antal beviljade platser 2021,Beslut år 2020 Juli antal beviljade platser 2020,Beslut år 2021 antal beviljade platser 2021,Beslut år 2021 antal beviljade  platser 2022,Beslut år 2022 antal beviljade platser 2022,Beslut år 2022 antal beviljade platser 2023,Beslut år 2023 antal beviljade platser utökad-anslag 2023,Beslut år 2023 antal beviljade platser utökad-anslag 2024,Beslut år 2023 antal beviljade platser 2023,Beslut år 2023 antal beviljade platser 2024,Beslut år 2024 antal beviljade platser start 2024,Beslut år 2024 antal beviljade start och avslut 2024,Beslut år 2024 antal beviljade start 2025,YH-poäng,Kommun,Län,FA-region,Antal kommuner,Antal län,Antal FA-regioner
YH01239,IT-Högskolan Sverige AB,Agil testautomatiserare,Data/IT,15,20,0,0,0,0,0,0,0,0,0,0,0,0,60,Göteborg,,,1,0,0
YH01249,Lernia Utbildning AB,Agila arbetsmetoder &DevOps för utveklare,Data/IT,6,6,0,0,0,0,0,0,0,0,0,0,0,0,40,Malmö,,,1,0,0
YH01247,Changemaker Educations AB,Agile Project Leader,Data/IT,30,60,0,0,0,0,0,0,0,0,0,0,0,0,60,"Stockholm, Boden, Skellefteå, Karlstad",,,4,0,0
YH01242,Nackademin AB,Agilt ledarskap,Data/IT,30,30,0,0,0,0,0,0,0,0,0,0,0,0,20,Solna,,,1,0,0
YH01241,Campus Mölndal,Amazon AWS,Data/IT,25,50,0,0,0,0,0,0,0,0,0,0,0,0,60,Mölndal,,,1,0,0
YH01250,Lernia Utbildning AB,Azure administration för servtekniker,Data/IT,18,18,0,0,0,0,0,0,0,0,0,0,0,0,60,"Stockholm, Malmö",,,2,0,0
YH01251,Campus Mölndal,"Continuous Integration, Delivery och Deployment",Data/IT,25,50,0,0,0,0,0,0,0,0,0,0,0,0,30,Mölndal,,,1,0,0
YH01315,Göteborgs Tekniska College AB,Digitalisering inom industrin,Data/IT,20,80,0,0,0,0,0,0,0,0,0,0,0,0,15,Göteborg,,,1,0,0
YH01289,Sunne kommun/Broby Grafiska,Front-end,Data/IT,0,56,0,0,0,0,0,0,0,0,0,0,0,0,75,Sunne,,,1,0,0
YH01248,Changemaker Educations AB,Frontend Developer,Data/IT,30,60,0,0,0,0,0,0,0,0,0,0,0,0,50,"Stockholm, Boden",,,2,0,0
YH01246,Östsvenska Yrkeshögskolan AB,Internet of Things med Python och C++,Data/IT,30,30,0,0,0,0,0,0,0,0,0,0,0,0,75,Linköping,,,1,0,0
YH01235,Borås Stad - Borås Yrkeshögskola,IT-projektledare,Data/IT,20,20,0,0,0,0,0,0,0,0,0,0,0,0,80,Borås,,,1,0,0
YH01245,TUC Sweden AB - yrkeshögskola,IT-säkerhet,Data/IT,20,40,0,0,0,0,0,0,0,0,0,0,0,0,30,"Linköping, Jönköping, Tranås",,,3,0,0
YH01244,Stiftelsen Stockholms Tekniska Institut,Java Automation Developer,Data/IT,25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,Stockholm,,,1,0,0
YH01252,Campus Mölndal,JavaScript fullstack,Data/IT,25,50,0,0,0,0,0,0,0,0,0,0,0,0,50,Mölndal,,,1,0,0
YH01253,Campus Mölndal,Microsoft Azure,Data/IT,25,50,0,0,0,0,0,0,0,0,0,0,0,0,50,Mölndal,,,1,0,0
YH01238,IT-Högskolan Stockholm AB,Molnutveckling med AWS och integrationer,Data/IT,30,30,0,0,0,0,0,0,0,0,0,0,0,0,30,Stockholm,,,1,0,0
YH01316,Göteborgs Tekniska College AB,Objektorienterad programmering och C++,Data/IT,20,80,0,0,0,0,0,0,0,0,0,0,0,0,15,Göteborg,,,1,0,0
YH01236,EC Utbildning AB,Office 365 Specialist,Data/IT,25,25,0,0,0,0,0,0,0,0,0,0,0,0,75,Solna,,,1,0,0
YH01237,Hyper Island Program AB,UX Designer up-skill,Data/IT,40,80,0,0,0,0,0,0,0,0,0,0,0,0,80,"Malmö, Kalmar",,,2,0,0
YH01291,Sunne kommun/Broby Grafiska,UX/UI-Designer,Data/IT,0,56,0,0,0,0,0,0,0,0,0,0,0,0,75,Sunne,,,1,0,0
YH01240,IT-Högskolan Stockholm AB,Webbutveckling med React,Data/IT,20,20,0,0,0,0,0,0,0,0,0,0,0,0,30,Göteborg,,,1,0,0
YH01255,Hyper Island Program AB,Business developer med fokus på digitalisering och hållbarhet,"Ekonomi, administration och försäljning",40,80,0,0,0,0,0,0,0,0,0,0,0,0,65,"Malmö, Karlskrona",,,2,0,0
YH01286,Lidköpings kommun Campus Lidköping,Content marketing & Copywriting,"Ekonomi, administration och försäljning",0,30,0,0,0,0,0,0,0,0,0,0,0,0,30,Lidköping,,,1,0,0
YH01254,Campus Nyköping,Diagnosklassifikation,"Ekonomi, administration och försäljning",20,20,0,0,0,0,0,0,0,0,0,0,0,0,25,"Nyköping, Ronneby, Visby, Västerås, Sundsvall, Luleå",,,6,0,0
YH01260,Medieinstitutet i Sverige AB,Digital analys och mätning,"Ekonomi, administration och försäljning",40,80,0,0,0,0,0,0,0,0,0,0,0,0,60,Stockholm,,,1,0,0
YH01256,IHM Business School AB Stockholm,Digital Analytics – Conversion & Visualisation,"Ekonomi, administration och försäljning",40,50,0,0,0,0,0,0,0,0,0,0,0,0,30,Stockholm,,,1,0,0
YH01269,Sälj & Marknadshögskolan i Sverige AB,Digital Marketing Specialist,"Ekonomi, administration och försäljning",25,25,0,0,0,0,0,0,0,0,0,0,0,0,50,Göteborg,,,1,0,0
YH01268,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,e-handel för fysiska butiker,"Ekonomi, administration och försäljning",35,35,0,0,0,0,0,0,0,0,0,0,0,0,90,Malmö,,,1,0,0
YH01266,Stockholms Internationella Handelsskola AB,Entreprenadinköpare,"Ekonomi, administration och försäljning",30,30,0,0,0,0,0,0,0,0,0,0,0,0,95,Stockholm,,,1,0,0
YH01257,IHM Business School AB Göteborg,Hållbarhet inom e-handeln,"Ekonomi, administration och försäljning",40,50,0,0,0,0,0,0,0,0,0,0,0,0,30,Göteborg,,,1,0,0
YH01267,Stockholms Internationella Handelsskola AB,Hållbarhetscontroller,"Ekonomi, administration och försäljning",30,30,0,0,0,0,0,0,0,0,0,0,0,0,95,Stockholm,,,1,0,0
YH01264,One Academy AB,Inköpsanalytiker,"Ekonomi, administration och försäljning",50,100,0,0,0,0,0,0,0,0,0,0,0,0,50,"Stockholm, Göteborg",,,2,0,0
YH01243,Plushögskolan AB - Teknikhögskolan,Leda digital transformation,"Ekonomi, administration och försäljning",25,35,0,0,0,0,0,0,0,0,0,0,0,0,60,Karlstad,,,1,0,0
YH01261,Medieinstitutet i Sverige AB,Marketing Automation,"Ekonomi, administration och försäljning",30,60,0,0,0,0,0,0,0,0,0,0,0,0,90,Stockholm,,,1,0,0
YH01258,Iterum Education,Process och systemförståelse för Lönespecialister,"Ekonomi, administration och försäljning",35,35,0,0,0,0,0,0,0,0,0,0,0,0,75,Stockholm,,,1,0,0
YH01270,Kunskap & Kompetens i Sverige AB,Redovisningsekonomens väg mot ledningsgruppsarbetet,"Ekonomi, administration och försäljning",30,30,0,0,0,0,0,0,0,0,0,0,0,0,10,Umeå,,,1,0,0
YH01262,Medieinstitutet i Sverige AB,"Social, Content & Influencer Marketing","Ekonomi, administration och försäljning",40,80,0,0,0,0,0,0,0,0,0,0,0,0,30,Stockholm,,,1,0,0
YH01265,One Academy AB,Sustainability within procurement,"Ekonomi, administration och försäljning",50,100,0,0,0,0,0,0,0,0,0,0,0,0,40,"Stockholm, Göteborg",,,2,0,0
YH01259,Iterum Education,Systemförståelse för redovisningsekonomer/konsulter,"Ekonomi, administration och försäljning",35,35,0,0,0,0,0,0,0,0,0,0,0,0,75,Stockholm,,,1,0,0
YH01263,Medieinstitutet i Sverige AB,Sökmarknadsföring SEO & SEM,"Ekonomi, administration och försäljning",40,80,0,0,0,0,0,0,0,0,0,0,0,0,40,Stockholm,,,1,0,0
YH01272,TUC Sweden AB - Yrkeshögskola,Hållbar och klimatsmart mat i restaurang,"Hotell, restaurang och turism",30,60,0,0,0,0,0,0,0,0,0,0,0,0,20,"Stockholm, Tranås, Jönköping",,,3,0,0
YH01271,Campus Nyköping,Hållbara event,"Hotell, restaurang och turism",30,30,0,0,0,0,0,0,0,0,0,0,0,0,15,"Nyköping, Stockholm",,,2,0,0
YH01273,Yrkesakademin YH AB,"Sustainability Management - Besöksnäring, hotell, restaurang, resor, möten och event","Hotell, restaurang och turism",60,30,0,0,0,0,0,0,0,0,0,0,0,0,25,"Falun, Visby, Örnsköldsvik, Åre , Uppsala , Helsingborg",,,6,0,0
YH01283,Svensk vård och kompetensutveckling i Stockholm AB,Digitala registreringar och bettfysiologi,Hälso- och sjukvård samt socialt arbete,50,200,0,0,0,0,0,0,0,0,0,0,0,0,5,Stockholm,,,1,0,0
YH01285,TUC Sweden AB - Yrkeshögskola,Digitalisering inom tandvården,Hälso- och sjukvård samt socialt arbete,40,80,0,0,0,0,0,0,0,0,0,0,0,0,15,"Tranås, Stockholm",,,2,0,0
YH01274,Trelleborgs kommun,"Digitalisering inom vård, omsorg och socialt arbete",Hälso- och sjukvård samt socialt arbete,30,60,0,0,0,0,0,0,0,0,0,0,0,0,40,Trelleborg,,,1,0,0
YH01276,Gislaveds Kommun Vuxenutbildningen /Hph,"E-hälsa, digitalisering och välfärdsteknik inom vård- och omsorg",Hälso- och sjukvård samt socialt arbete,20,20,0,0,0,0,0,0,0,0,0,0,0,0,40,"Gislaved, Vetlanda, Hultsfred",,,3,0,0
YH01277,Högskolan för lärande och kommunikation i Jönköping AB,Hållbar interkulturell kompetens,Hälso- och sjukvård samt socialt arbete,28,28,0,0,0,0,0,0,0,0,0,0,0,0,50,"Värnamo, Oskarshamn",,,2,0,0
YH01281,Campus Nyköping,"Kommunikation, välfärdsteknik och kognitivt stöd",Hälso- och sjukvård samt socialt arbete,30,30,0,0,0,0,0,0,0,0,0,0,0,0,35,Nyköping,,,1,0,0
YH01282,"Oskarshamns kommun, Nova Utbildning, FoU & Affärsutveckling",Välfärdsteknik,Hälso- och sjukvård samt socialt arbete,20,40,0,0,0,0,0,0,0,0,0,0,0,0,50,"Oskarshamn, Värnamo, Västervik",,,3,0,0
YH01275,Trelleborgs kommun,Välfärdsteknik,Hälso- och sjukvård samt socialt arbete,30,60,0,0,0,0,0,0,0,0,0,0,0,0,40,Trelleborg,,,1,0,0
YH01280,Nackademin AB,Välfärdsteknik för sjuksköterskor,Hälso- och sjukvård samt socialt arbete,40,40,0,0,0,0,0,0,0,0,0,0,0,0,50,Solna,,,1,0,0
YH01278,KompetensUtvecklingsinstitutet Sverige AB,Välfärdsteknik inom vård och omsorg,Hälso- och sjukvård samt socialt arbete,30,60,0,0,0,0,0,0,0,0,0,0,0,0,50,"Eskilstuna, Linköping, Uppsala",,,3,0,0
YH01284,TUC Sweden AB - Yrkeshögskola,Välfärdsteknik inom vård och omsorg,Hälso- och sjukvård samt socialt arbete,16,44,0,0,0,0,0,0,0,0,0,0,0,0,30,"Linköping, Stockholm",,,2,0,0
YH01279,"Kramfors kommun, Yrkeshögskolan Höga kusten",Välfärdsteknologi inom vård-omsorg,Hälso- och sjukvård samt socialt arbete,10,10,0,0,0,0,0,0,0,0,0,0,0,0,50,Kramfors,,,1,0,0
YH01288,Changemaker Educations AB,Futuregames Game Engines,"Kultur, media och design",30,60,0,0,0,0,0,0,0,0,0,0,0,0,60,"Stockholm, Skellefteå",,,2,0,0
YH01287,Lidköpings kommun Campus Lidköping,Digital Content Production,"Kultur, media och design",20,20,0,0,0,0,0,0,0,0,0,0,0,0,30,Lidköping,,,1,0,0
YH01290,Sunne kommun/Broby Grafiska,Hållbar varumärkesstragei,"Kultur, media och design",0,56,0,0,0,0,0,0,0,0,0,0,0,0,75,Sunne,,,1,0,0
YH01292,Båstad kommun Akademi Båstad,Ekosystemtjänster i praktiken – inom skötsel och anläggning,"Lantbruk, djurvård, trädgård, skog och fiske",25,25,0,0,0,0,0,0,0,0,0,0,0,0,50,Båstad,,,1,0,0
YH01293,ABF Göteborg Vuxenutbildning AB,Design av digital didaktik,Pedagogik och undervisning,30,30,0,0,0,0,0,0,0,0,0,0,0,0,40,Göteborg,,,1,0,0
YH01295,"Göteborgs stad, Yrgo",BIM för arbetsledare,Samhällsbyggnad och byggteknik,20,40,0,0,0,0,0,0,0,0,0,0,0,0,50,Göteborg,,,1,0,0
YH01300,Stiftelsen Stockholms Tekniska Institut,BIM-projektör,Samhällsbyggnad och byggteknik,25,25,0,0,0,0,0,0,0,0,0,0,0,0,35,Stockholm,,,1,0,0
YH01302,Tekniska Högskolan i Jönköping AB,Den digitaliserade byggprocessen,Samhällsbyggnad och byggteknik,20,40,0,0,0,0,0,0,0,0,0,0,0,0,50,Jönköping,,,1,0,0
YH01304,TUC Sweden AB - Yrkeshögskola,Energieffektiv drift av fastigheter,Samhällsbyggnad och byggteknik,20,40,0,0,0,0,0,0,0,0,0,0,0,0,30,"Tranås, Linköping, Jönköping",,,3,0,0
YH01298,John Ericsson Institutet,Energieffektivisering och driftoptimering,Samhällsbyggnad och byggteknik,40,80,0,0,0,0,0,0,0,0,0,0,0,0,30,Stockholm,,,1,0,0
YH01305,TUC Sweden AB - Yrkeshögskola,Energioptimering,Samhällsbyggnad och byggteknik,20,40,0,0,0,0,0,0,0,0,0,0,0,0,30,"Tranås, Linköping, Jönköping",,,3,0,0
YH01299,John Ericsson Institutet,Fastighetsautomation,Samhällsbyggnad och byggteknik,40,80,0,0,0,0,0,0,0,0,0,0,0,0,25,Stockholm,,,1,0,0
YH01301,Stiftelsen Stockholms Tekniska Institut,Fastighetsautomation,Samhällsbyggnad och byggteknik,22,22,0,0,0,0,0,0,0,0,0,0,0,0,90,Stockholm,,,1,0,0
YH01296,INSU AB,Installationssamordnare,Samhällsbyggnad och byggteknik,35,35,0,0,0,0,0,0,0,0,0,0,0,0,95,Nyköping,,,1,0,0
YH01303,TUC Sweden AB - yrkeshögskola,IT och automation inom fastighetsbranschen,Samhällsbyggnad och byggteknik,15,55,0,0,0,0,0,0,0,0,0,0,0,0,30,"Linköping, Stockholm",,,2,0,0
YH01297,INSU AB,Kalkylator inom EL,Samhällsbyggnad och byggteknik,35,35,0,0,0,0,0,0,0,0,0,0,0,0,95,Nyköping,,,1,0,0
YH01294,Folkuniversitetet- stiftelsen kursverksamheten vid Uppsala universitet,Kompetensutveckling av GIS med inslag av BIM,Samhällsbyggnad och byggteknik,20,20,0,0,0,0,0,0,0,0,0,0,0,0,85,Gävle,,,1,0,0
YH01306,Företagsuniversitetet AB,Cybersäkerhet,Säkerhetstjänster,20,60,0,0,0,0,0,0,0,0,0,0,0,0,15,"Stockholm, Göteborg, Linköping",,,3,0,0
YH01307,Företagsuniversitetet AB,Ledning och samordning av informations- och cybersäkerhet,Säkerhetstjänster,25,50,0,0,0,0,0,0,0,0,0,0,0,0,32,Stockholm,,,1,0,0
YH01308,Företagsuniversitetet AB,Säkerhetstekniker,Säkerhetstjänster,24,48,0,0,0,0,0,0,0,0,0,0,0,0,36,Stockholm,,,1,0,0
YH01327,Tekniska Högskolan i Jönköping AB, CNC tekniker automation,Teknik och tillverkning,15,15,0,0,0,0,0,0,0,0,0,0,0,0,90,Jönköping,,,1,0,0
YH01313,Borås Stad - Borås Yrkeshögskola,3D Garment technical designer,Teknik och tillverkning,20,20,0,0,0,0,0,0,0,0,0,0,0,0,80,Borås,,,1,0,0
YH01330,Östsvenska Yrkeshögskolan AB,"3D Printing, ett helhetsperspektiv",Teknik och tillverkning,20,20,0,0,0,0,0,0,0,0,0,0,0,0,8,Hultsfred,,,1,0,0
YH01314,Gislaveds Kommun Vuxenutbildningen /Hph,Automation och ellära för underhållspersonal,Teknik och tillverkning,20,20,0,0,0,0,0,0,0,0,0,0,0,0,50,"Gislaved, Vetlanda",,,2,0,0
YH01321,Lernia Utbildning AB,Automation PLC inom energiproduktion ,Teknik och tillverkning,10,10,0,0,0,0,0,0,0,0,0,0,0,0,50,Piteå,,,1,0,0
YH01309,Creando Training AB – Creando School,Automationsteknik för processoperatörer och drifttekniker,Teknik och tillverkning,30,30,0,0,0,0,0,0,0,0,0,0,0,0,70,Sundsvall,,,1,0,0
YH01312,"Arboga kommun, Vuxenutbildningen",Digital ritningshantering,Teknik och tillverkning,30,30,0,0,0,0,0,0,0,0,0,0,0,0,30,Arboga,,,1,0,0
YH01325,"Oskarshamns kommun, Nova Utbildning, FoU & Affärsutveckling",Digitalisering inom tillverkningsindustrin,Teknik och tillverkning,60,200,0,0,0,0,0,0,0,0,0,0,0,0,20,Oskarshamn,,,1,0,0
YH01318,Köpings kommun,"Digitalisering, Smartin Industri och Industri 4.0",Teknik och tillverkning,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Köping,,,1,0,0
YH01322,Lernia Utbildning AB,El och hydraulik för effektiv elproduktion,Teknik och tillverkning,12,12,0,0,0,0,0,0,0,0,0,0,0,0,60,"Piteå, Sundsvall",,,2,0,0
YH01328,YrkesAkademin YH AB,Electrical driveline,Teknik och tillverkning,30,30,0,0,0,0,0,0,0,0,0,0,0,0,80,Trollhättan,,,1,0,0
YH01323,Lernia Utbildning AB,"Energieffektivisering genom samordning, återvinning och optimering av ventilationssystem",Teknik och tillverkning,16,16,0,0,0,0,0,0,0,0,0,0,0,0,80,Piteå,,,1,0,0
YH01334,Stiftelsen PROTEKO - Nordiska Textilakademin,Hållbar utveckling inom textil/mode,Teknik och tillverkning,40,80,0,0,0,0,0,0,0,0,0,0,0,0,20,Borås,,,1,0,0
YH01326,Stiftelsen PROTEKO - Nordiska Textilakademin,Hållbarhetsutvecklare inom textil/mode,Teknik och tillverkning,25,50,0,0,0,0,0,0,0,0,0,0,0,0,90,Borås,,,1,0,0
YH01331,Östsvenska Yrkeshögskolan AB,Introduktion till Metalprinting,Teknik och tillverkning,20,20,0,0,0,0,0,0,0,0,0,0,0,0,4,Hultsfred,,,1,0,0
YH01332,Östsvenska Yrkeshögskolan AB,Introduktion till Solid Works,Teknik och tillverkning,20,20,0,0,0,0,0,0,0,0,0,0,0,0,8,Hultsfred,,,1,0,0
YH01319,Köpings kommun,"Konstruktion, ritningsläsning, 2D/3D och CAD/CAM",Teknik och tillverkning,0,20,0,0,0,0,0,0,0,0,0,0,0,0,25,Köping,,,1,0,0
YH01324,Nackademin AB,Miljöcertifiering och hållbarhet,Teknik och tillverkning,30,30,0,0,0,0,0,0,0,0,0,0,0,0,20,Solna,,,1,0,0
YH01329,YrkesAkademin YH AB,Power grids - smarta elnät,Teknik och tillverkning,35,35,0,0,0,0,0,0,0,0,0,0,0,0,75,"Västerås , Ludvika",,,2,0,0
YH01310,Creando Training AB – Creando School,Processoperatör grund,Teknik och tillverkning,30,30,0,0,0,0,0,0,0,0,0,0,0,0,95,Sundsvall,,,1,0,0
YH01320,Köpings kommun,Produktionsprocesser och beredning,Teknik och tillverkning,0,20,0,0,0,0,0,0,0,0,0,0,0,0,30,Köping,,,1,0,0
YH01333,Creando Training AB – Creando School,Torkare på pappers- och kartongmaskiner,Teknik och tillverkning,30,30,0,0,0,0,0,0,0,0,0,0,0,0,30,Sundsvall,,,1,0,0
YH01311,AGSTU AB,VHDL-programmerare,Teknik och tillverkning,10,20,0,0,0,0,0,0,0,0,0,0,0,0,75,"Virsbo , Västerås",,,2,0,0
YH01317,Karlsson Climate AB,"Yrkesanpassad Driftingenjör inom Kyla, VVS och energi",Teknik och tillverkning,20,25,0,0,0,0,0,0,0,0,0,0,0,0,95,Eslöv,,,1,0,0
YH01335,Folkuniversitetet – Kursverksamheten vid Umeå Universitet,Miljö och hållbar utveckling,Transporttjänster,40,80,0,0,0,0,0,0,0,0,0,0,0,0,30,Umeå,,,1,0,0
YH01441,Folkuniversitetet - Stiftelsen Kursverksamheten vid Uppsala universitetet,Affärsinriktad IT-Servicemanager med kompetens inom ITIL och projektledning,Data/IT,0,0,25,0,0,0,0,0,0,0,0,0,0,0,50,Uppsala,,,1,0,0
YH01383,IHM Business School AB Malmö,Agil förändringsledning,Data/IT,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,Malmö,,,1,0,0
YH01386,Lernia Utbildning AB,Agila arbetsmetoder & DevOps för utvecklare,Data/IT,0,0,25,0,0,0,0,0,0,0,0,0,0,0,40,Malmö,,,1,0,0
YH01435,Changemaker Educations AB,Agile Project Leader,Data/IT,0,0,30,0,0,0,0,0,0,0,0,0,0,0,60,"Stockholm, Boden, Skellefteå, Karlstad",,,4,0,0
YH01381,"Göteborgs stad, Yrgo",AI för effektiv digital marknadsföring,Data/IT,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30,Göteborg,,,1,0,0
YH01337,Nackademin AB,Användarcentrerad design inom UX,Data/IT,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,Solna,,,1,0,0
YH01387,Campus Mölndal,DevOps Fundamentals,Data/IT,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30,Mölndal,,,1,0,0
YH01436,Changemaker Educations AB,Frontend Developer,Data/IT,0,0,30,0,0,0,0,0,0,0,0,0,0,0,50,"Stockholm, Boden",,,2,0,0
YH01438,EC Utbildning AB,Grön IT – strategier för hållbara lösningar inom IT-branschen,Data/IT,0,0,25,0,0,0,0,0,0,0,0,0,0,0,75,Stockholm,,,1,0,0
YH01439,EC Utbildning AB,Javascriptutveckling,Data/IT,0,0,35,0,0,0,0,0,0,0,0,0,0,0,80,Västerås,,,1,0,0
YH01382,"Göteborgs stad, Yrgo",Konverteringsoptimering för ökad lönsamhet,Data/IT,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30,Göteborg,,,1,0,0
YH01440,Edugrade AB,Linux DevOps,Data/IT,0,0,20,0,0,0,0,0,0,0,0,0,0,0,40,Hudiksvall,,,1,0,0
YH01339,Campus Varberg/Varbergs kommun,Moderna JavaScript-ramverk: React,Data/IT,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,Varberg,,,1,0,0
YH01340,Campus Varberg/Varbergs kommun,Moderna JavaScript-ramverk: Vue.js,Data/IT,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,Varberg,,,1,0,0
YH01385,IT-Högskolan Sverige AB,Molnutveckling med AWS och integrationer,Data/IT,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,Göteborg,,,1,0,0
YH01437,Chas Academy AB,React och webbutveckling för systemutvecklare,Data/IT,0,0,30,0,0,0,0,0,0,0,0,0,0,0,40,Stockholm,,,1,0,0
YH01336,Campus Mölndal,Testning för utvecklare,Data/IT,0,0,25,0,0,0,0,0,0,0,0,0,0,0,30,Mölndal,,,1,0,0
YH01384,IT-Högskolan Stockholm AB,Webbutveckling med React,Data/IT,0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,Stockholm,,,1,0,0
YH01338,Stiftelsen Stockholms Tekniska Institut,Virtualisering av IT-infrastruktur,Data/IT,0,0,30,0,0,0,0,0,0,0,0,0,0,0,20,Stockholm,,,1,0,0
YH01430,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Affärsdriven Android-utvecklare,"Ekonomi, administration och försäljning",0,0,35,0,0,0,0,0,0,0,0,0,0,0,90,Malmö,,,1,0,0
YH01431,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Affärsdriven iPhoneutvecklare,"Ekonomi, administration och försäljning",0,0,35,0,0,0,0,0,0,0,0,0,0,0,90,Malmö,,,1,0,0
YH01366,Borås Stad - Borås Yrkeshögskola,Affärutveckling,"Ekonomi, administration och försäljning",0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,Borås,,,1,0,0
YH01344,YrkesAkademin YH AB,Betald annonsering i Sociala Medier,"Ekonomi, administration och försäljning",0,0,40,0,0,0,0,0,0,0,0,0,0,0,25,Helsingborg,,,1,0,0
YH01412,Nackademin AB,Datadriven marknadsanalys och -strategi,"Ekonomi, administration och försäljning",0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,Solna,,,1,0,0
YH01368,IHM Business School AB Stockholm,Digital Analytics – Conversion & Visualisation,"Ekonomi, administration och försäljning",0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,Stockholm,,,1,0,0
YH01370,Borås Stad - Borås Yrkeshögskola,Digital business,"Ekonomi, administration och försäljning",0,0,30,0,0,0,0,0,0,0,0,0,0,0,35,Borås,,,1,0,0
YH01343,"Uddevalla kommun, Vuxenutbildningen",Digital Marknadsföring,"Ekonomi, administration och försäljning",0,0,25,0,0,0,0,0,0,0,0,0,0,0,30,Uddevalla,,,1,0,0
YH01414,"Göteborgs stad, Yrgo",Digital Sales Solutions,"Ekonomi, administration och försäljning",0,0,25,0,0,0,0,0,0,0,0,0,0,0,50,Göteborg,,,1,0,0
YH01429,Stockholm School of Business,Digital transformation för lönespecialister,"Ekonomi, administration och försäljning",0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,Malmö,,,1,0,0
YH01432,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,Digital Turism,"Ekonomi, administration och försäljning",0,0,35,0,0,0,0,0,0,0,0,0,0,0,80,Malmö,,,1,0,0
YH01427,Plushögskolan AB - Affärshögskolan,Digitalisering inom lön,"Ekonomi, administration och försäljning",0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,Gävle,,,1,0,0
YH01371,IHM Business School AB Göteborg,E-Commerce Coordinator,"Ekonomi, administration och försäljning",0,0,35,0,0,0,0,0,0,0,0,0,0,0,60,Göteborg,,,1,0,0
YH01342,TUC Sweden AB - Yrkeshögskola,E-handel,"Ekonomi, administration och försäljning",0,0,30,0,0,0,0,0,0,0,0,0,0,0,35,"Stockholm, Jönköping",,,2,0,0
YH01433,Sveriges Yrkeshögskola AB - Malmö Yrkeshögskola,e-handel för fysiska butiker,"Ekonomi, administration och försäljning",0,0,35,0,0,0,0,0,0,0,0,0,0,0,90,Malmö,,,1,0,0
YH01365,"Haninge kommun, Centrum Vux",E-hälsa,"Ekonomi, administration och försäljning",0,0,25,0,0,0,0,0,0,0,0,0,0,0,20,Haninge,,,1,0,0
YH01367,Hyper Island Program AB - Karlskrona,Exploring Tech för besöksnäringen,"Ekonomi, administration och försäljning",0,0,200,0,0,0,0,0,0,0,0,0,0,0,30,Stockholm,,,1,0,0
YH01413,Changemaker Educations AB,Futuregames Games Marketer,"Ekonomi, administration och försäljning",0,0,30,0,0,0,0,0,0,0,0,0,0,0,50,"Stockholm, Skellefteå, Boden",,,3,0,0
YH01377,Kunskap & Kompetens i Sverige AB,Fördjupad momsutbildning,"Ekonomi, administration och försäljning",0,0,35,0,0,0,0,0,0,0,0,0,0,0,10,Umeå,,,1,0,0
YH01369,IHM Business School AB Göteborg,Hållbarhet inom e-handeln,"Ekonomi, administration och försäljning",0,0,30,0,0,0,0,0,0,0,0,0,0,0,30,Göteborg,,,1,0,0
YH01428,Plushögskolan AB - Affärshögskolan,Kommunikation i kris och förändring,"Ekonomi, administration och försäljning",0,0,30,0,0,0,0,0,0,0,0,0,0,0,65,Stockholm,,,1,0,0
YH01416,"Stockholms stad, Frans Schartaus Handelsinstitut",Ledarskap och arbetsmiljö inom spelfilm och tv-drama.,"Ekonomi, administration och försäljning",0,0,30,0,0,0,0,0,0,0,0,0,0,0,20,Stockholm,,,1,0,0
YH01426,"Nässjö kommun, Nässjöakademin",Produktion av rörlig media,"Ekonomi, administration och försäljning",0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,"Jönköping, Nässjö",,,2,0,0
YH01364,"Haninge kommun, Centrum Vux",Sjukdomsklassificering,"Ekonomi, administration och försäljning",0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,Haninge,,,1,0,0
